id,type,english,burmese,example_en,example_my,pronunciation,audio_url,category
,word,predict,ကြိုတင်ခန့်မှန်း,It's hard to predict the weather.,ရာသီဥတုကို ကြိုတင်ခန့်မှန်းရတာ ခက်တယ်။,/pɹɪˈdɪkt/,https://api.dictionaryapi.dev/media/pronunciations/en/predict-us.mp3,everyday
,word,previously,ယခင်က,I had never been here previously.,ယခင်က ဒီကို တစ်ခါမှ မလာဖူးဘူး။,/ˈpɹiːvi.əsli/,https://api.dictionaryapi.dev/media/pronunciations/en/previously-us.mp3,everyday
,word,protection,အကာအကွယ်,This cream gives protection from the sun.,ဒီကရင်မ်က နေရောင်ခြည်ကနေ အကာအကွယ် ပေးတယ်။,/pɹəˈtɛkʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/protection-us.mp3,everyday
,word,largely,အများအားဖြင့်,The success was largely due to teamwork.,အောင်မြင်မှုက အများအားဖြင့် အသင်းလိုက်ကြိုးစားမှုကြောင့်ပါ။,[ˈlaːdʒ.li],https://api.dictionaryapi.dev/media/pronunciations/en/largely-us.mp3,everyday
,word,wed,လက်ထပ်,They will wed next spring.,သူတို့ လာမယ့်နွေဦးရာသီမှာ လက်ထပ်ကြမယ်။,/ˈwɛd/,https://api.dictionaryapi.dev/media/pronunciations/en/wed-us.mp3,people
,word,rent,ငှား၊ အခန်းခ,We rent a small apartment in the city.,မြို့ထဲမှာ တိုက်ခန်းငယ်လေးတစ်ခု ငှားနေထိုင်တယ်။,/ɹɛnt/,https://api.dictionaryapi.dev/media/pronunciations/en/rent-uk.mp3,everyday
,word,shot,ပစ်ချက်၊ ဓာတ်ပုံရိုက်ချက်,That was a great shot!,ဒါက ပစ်ချက်ကောင်းတစ်ခုပါ။,/ʃɒt/,https://api.dictionaryapi.dev/media/pronunciations/en/shot-us.mp3,everyday
,word,appearance,အသွင်အပြင်၊ ပေါ်လာမှု,Her appearance surprised everyone.,သူမရဲ့ ရုတ်တရက်ပေါ်လာမှုက လူတိုင်းကို အံ့ဩစေခဲ့တယ်။,/əˈpɪəɹəns/,https://api.dictionaryapi.dev/media/pronunciations/en/appearance-us.mp3,everyday
,word,reasonable,သင့်တင့်၊ ကျိုးကြောင်းဆီလျော်,The price is reasonable.,ဈေးနှုန်းက သင့်တင့်တယ်။,/ˈɹiː.zən.ə.bəl/,https://api.dictionaryapi.dev/media/pronunciations/en/reasonable-us.mp3,everyday
,word,guarantee,အာမခံ,This product comes with a one-year guarantee.,ဒီကုန်ပစ္စည်းမှာ တစ်နှစ် အာမခံ ပါတယ်။,/ˌɡæɹənˈtiː/,,everyday
,word,theme,အဓိကအကြောင်းအရာ,The theme of the party is superheroes.,ပါတီရဲ့ အဓိကအကြောင်းအရာက စူပါဟီးရိုးတွေပါ။,/θiːm/,https://api.dictionaryapi.dev/media/pronunciations/en/theme-us.mp3,everyday
,word,judgment,စီရင်ဆုံးဖြတ်ချက်,I trust her judgment.,သူမရဲ့ စီရင်ဆုံးဖြတ်ချက်ကို ယုံကြည်တယ်။,/ˈdʒʌdʒ.mənt/,https://api.dictionaryapi.dev/media/pronunciations/en/judgment-us.mp3,everyday
,word,odd,ထူးဆန်း,It's odd that he didn't call.,သူ ဖုန်းမဆက်တာ ထူးဆန်းတယ်။,/ɒd/,https://api.dictionaryapi.dev/media/pronunciations/en/odd-us.mp3,everyday
,word,approve,အတည်ပြု၊ ထောက်ခံ,My boss approved my leave request.,ကျွန်တော့်ရဲ့ ခွင့်တောင်းစာကို ဆရာက အတည်ပြုပေးခဲ့တယ်။,/əˈpɹuːv/,https://api.dictionaryapi.dev/media/pronunciations/en/approve-uk.mp3,everyday
,word,loan,ချေးငွေ,He took out a loan to buy a car.,သူ ကားဝယ်ဖို့ ချေးငွေ ချေးခဲ့တယ်။,/ləʊn/,https://api.dictionaryapi.dev/media/pronunciations/en/loan-us.mp3,everyday
,word,definition,အဓိပ္ပာယ်ဖွင့်ဆိုချက်,What is the definition of this word?,ဒီစာလုံးရဲ့ အဓိပ္ပာယ်ဖွင့်ဆိုချက်က ဘာလဲ။,/ˌdɛfɪˈnɪʃ(ə)n/,https://api.dictionaryapi.dev/media/pronunciations/en/definition-us.mp3,everyday
,word,elect,ရွေးကောက်,They will elect a new leader next month.,သူတို့ လာမယ့်လမှာ ခေါင်းဆောင်အသစ်တစ်ယောက် ရွေးကောက်မယ်။,/iːˈlɛkt/,https://api.dictionaryapi.dev/media/pronunciations/en/elect-us.mp3,everyday
,word,atmosphere,လေထု၊ ဝန်းကျင်,The restaurant has a nice atmosphere.,ဒီစားသောက်ဆိုင်က ပတ်ဝန်းကျင်အခင်းအကျင်း ကောင်းတယ်။,/ˈæt.məsˌfɪə(ɹ)/,https://api.dictionaryapi.dev/media/pronunciations/en/atmosphere-us.mp3,everyday
,word,farmer,လယ်သမား,My grandfather was a farmer.,ကျွန်တော့်အဘိုးက လယ်သမားတစ်ယောက် ဖြစ်ခဲ့တယ်။,/fɑːmə/,https://api.dictionaryapi.dev/media/pronunciations/en/farmer-uk.mp3,everyday
,word,comparison,နှိုင်းယှဉ်ချက်,"In comparison, this phone is cheaper.",နှိုင်းယှဉ်ကြည့်ရင် ဒီဖုန်းက ပိုဈေးပေါတယ်။,/kəmˈpæɹɪsən/,https://api.dictionaryapi.dev/media/pronunciations/en/comparison-us.mp3,everyday
,word,characteristic,လက္ခဏာ,Kindness is one of her best characteristics.,ကြင်နာမှုက သူမရဲ့ အကောင်းဆုံးလက္ခဏာတစ်ခုပါ။,/ˌkæɹəktəˈɹɪstɪk/,,everyday
,word,license,လိုင်စင်,Do you have a driving license?,ကားမောင်းလိုင်စင် ရှိလား။,/ˈlaɪsəns/,https://api.dictionaryapi.dev/media/pronunciations/en/license-us.mp3,everyday
,word,rely,အားကိုး,You can rely on me.,ကျွန်တော့်ကို အားကိုးလို့ရတယ်။,/ɹɪˈlaɪ/,https://api.dictionaryapi.dev/media/pronunciations/en/rely-us.mp3,everyday
,word,narrow,ကျဉ်း,This street is very narrow.,ဒီလမ်းက အရမ်းကျဉ်းတယ်။,/ˈnæɹəʊ/,https://api.dictionaryapi.dev/media/pronunciations/en/narrow-us.mp3,everyday
,word,succeed,အောင်မြင်,I hope you succeed in your new job.,မင်းရဲ့အလုပ်အသစ်မှာ အောင်မြင်ပါစေလို့ ဆုတောင်းပေးတယ်။,/səkˈsiːd/,https://api.dictionaryapi.dev/media/pronunciations/en/succeed-us.mp3,everyday
,word,identity,အထောက်အထား,He didn't want to reveal his identity.,သူ့ရဲ့ အထောက်အထားကို မဖော်ပြချင်ခဲ့ဘူး။,/aɪˈdɛntəti/,https://api.dictionaryapi.dev/media/pronunciations/en/identity-au.mp3,everyday
,word,desk,စားပွဲ,My books are on my desk.,ကျွန်တော့်စာအုပ်တွေက စားပွဲပေါ်မှာ ရှိတယ်။,/dɛsk/,https://api.dictionaryapi.dev/media/pronunciations/en/desk-us.mp3,everyday
,word,permit,ခွင့်ပြု,You need a permit to build here.,ဒီမှာ ဆောက်လုပ်ဖို့ ခွင့်ပြုချက် လိုတယ်။,/ˈpɜːmɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/permit-2-us.mp3,everyday
,word,seriously,အလေးအနက်,Please take this seriously.,ဒါကို အလေးအနက်ထားပါ။,/ˈsɪəɹi.əsli/,https://api.dictionaryapi.dev/media/pronunciations/en/seriously-us.mp3,everyday
,word,wild,ရိုင်း၊ တော,There are many wild animals in this forest.,ဒီတောထဲမှာ ရိုင်းတိရစ္ဆာန်အများကြီး ရှိတယ်။,/waɪld/,https://api.dictionaryapi.dev/media/pronunciations/en/wild-us.mp3,everyday
,word,empty,ဗလာ၊ လွတ်,The bottle is empty.,ပုလင်းက ဗလာ ဖြစ်နေတယ်။,/ˈɛmpti/,https://api.dictionaryapi.dev/media/pronunciations/en/empty-uk.mp3,everyday
,word,commission,ကော်မရှင်,The commission will investigate the case.,ကော်မရှင်က ဒီအမှုကို စုံစမ်းစစ်ဆေးမယ်။,/kəˈmɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/commission.mp3,everyday
,word,unique,ထူးခြား,Everyone has a unique personality.,လူတိုင်းမှာ ထူးခြားတဲ့ ကိုယ်ရည်ကိုယ်သွေး ရှိတယ်။,/juːˈniːk/,https://api.dictionaryapi.dev/media/pronunciations/en/unique-us.mp3,everyday
,word,association,အသင်းအဖွဲ့,He is a member of the teachers' association.,သူက ဆရာများအသင်းအဖွဲ့ရဲ့ အဖွဲ့ဝင်တစ်ဦးပါ။,/əˌsəʊsiˈeɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/association-us.mp3,everyday
,word,instrument,တူရိယာ၊ ကိရိယာ,What musical instrument do you play?,ဘယ်တူရိယာကို တီးလဲ။,/ˈɪnstɹəmənt/,https://api.dictionaryapi.dev/media/pronunciations/en/instrument-us.mp3,everyday
,word,investor,ရင်းနှီးမြှုပ်နှံသူ,The company found a new investor.,ကုမ္ပဏီက ရင်းနှီးမြှုပ်နှံသူအသစ်တစ်ယောက် ရှာတွေ့ခဲ့တယ်။,/ɪnˈvɛstɚ/,,everyday
,word,practical,လက်တွေ့ကျ,That's not a very practical idea.,ဒါက လက်တွေ့ကျတဲ့ အကြံဉာဏ် မဟုတ်ဘူး။,/ˈpɹæktɪkəl/,https://api.dictionaryapi.dev/media/pronunciations/en/practical-us.mp3,everyday
,word,tea,လက်ဖက်ရည်,Would you like a cup of tea?,လက်ဖက်ရည် တစ်ခွက် လိုချင်ရဲ့လား။,/tiː/,https://api.dictionaryapi.dev/media/pronunciations/en/tea-1-au.mp3,food-shopping
,word,lovely,ချစ်စရာ၊ လှပ,You have a lovely home.,မင်းအိမ်က ချစ်စရာကောင်းတယ်။,/ˈlʌvli/,https://api.dictionaryapi.dev/media/pronunciations/en/lovely-us.mp3,everyday
,word,soft,ပျော့,This blanket is very soft.,ဒီစောင်က အရမ်းပျော့တယ်။,/sɑft/,https://api.dictionaryapi.dev/media/pronunciations/en/soft-us.mp3,everyday
,word,row,တန်း၊ လှော်,We sat in the front row.,ရှေ့တန်းမှာ ထိုင်ခဲ့ကြတယ်။,/ˈɹəʊ/,https://api.dictionaryapi.dev/media/pronunciations/en/row-1-us.mp3,everyday
,word,youth,လူငယ်,He spent his youth in the countryside.,သူ လူငယ်ဘဝကို တောရွာမှာ ကုန်ဆုံးခဲ့တယ်။,/juθ/,https://api.dictionaryapi.dev/media/pronunciations/en/youth-us.mp3,people
,word,lock,သော့ခတ်,Please lock the door when you leave.,ထွက်ရင် တံခါးကို သော့ခတ်ပါ။,/lɒk/,https://api.dictionaryapi.dev/media/pronunciations/en/lock-us.mp3,everyday
,word,fuel,လောင်စာ,The car is out of fuel.,ကားက လောင်စာဆီ ကုန်နေပြီ။,/ˈfjuːl/,https://api.dictionaryapi.dev/media/pronunciations/en/fuel-uk.mp3,everyday
,word,expectation,မျှော်လင့်ချက်,My parents have high expectations for me.,ကျွန်တော့်မိဘတွေက ကျွန်တော့်အပေါ် မျှော်လင့်ချက်ကြီးကြီး ရှိကြတယ်။,/ɛkspɛkˈteɪʃən/,https://api.dictionaryapi.dev/media/pronunciations/en/expectation-us.mp3,everyday
,word,employment,အလုပ်အကိုင်,She found employment at a hospital.,သူမ ဆေးရုံတစ်ခုမှာ အလုပ်အကိုင် ရှာတွေ့ခဲ့တယ်။,/ɛmˈplɔɪmənt/,https://api.dictionaryapi.dev/media/pronunciations/en/employment-us.mp3,work-study
,word,celebrate,ဂုဏ်ပြု၊ ကျင်းပ,We celebrated her birthday yesterday.,မနေ့က သူမရဲ့ မွေးနေ့ကို ကျင်းပခဲ့ကြတယ်။,/ˈsɛl.ə.bɹeɪt/,https://api.dictionaryapi.dev/media/pronunciations/en/celebrate-us.mp3,everyday
,word,sexual,လိင်ပိုင်းဆိုင်ရာ,This form asks about sexual orientation.,ဒီပုံစံက လိင်စိတ်ဆွဲဆောင်မှုအကြောင်း မေးထားတယ်။,/ˈsɛksjuəl/,https://api.dictionaryapi.dev/media/pronunciations/en/sexual-us.mp3,everyday
,word,shoulder,ပခုံး,He carried the bag on his shoulder.,သူ အိတ်ကို ပခုံးပေါ် သယ်ထားတယ်။,/ˈʃəʊldə/,https://api.dictionaryapi.dev/media/pronunciations/en/shoulder-us.mp3,everyday
